Date,Target ID,Direction,Speed,Hit,Miss
7/2/2023 3:10:56 AM,1,Left,100,True,-2.007796
7/2/2023 3:10:56 AM,31,Left,300,True,-3.173238
7/2/2023 3:10:56 AM,25,Left,100,False,14.39172
7/2/2023 3:10:56 AM,16,Right,200,True,-0.1685238
