Date,Target ID,Direction,Speed,Hit,Miss
7/3/2023 3:38:20 AM,1,Left,100,False,-4.490642
7/3/2023 3:38:20 AM,17,Left,300,False,-7.651069
7/3/2023 3:38:20 AM,45,Left,200,False,12.4785
7/3/2023 3:38:20 AM,3,Left,300,False,-23.85253
7/3/2023 3:38:20 AM,35,Left,100,False,-60.46967
7/3/2023 3:38:20 AM,31,Left,300,False,-8.768812
